Loop 1
Starting FedTrimmedAvg server
INFO flwr 2024-03-20 02:40:48,684 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
INFO flwr 2024-03-20 02:51:50,590 | server.py:125 | fit progress: (8, 0.8251518639066026, {'accuracy': 0.605}, 8.214344022911973)
DEBUG flwr 2024-03-20 02:51:50,593 | server.py:173 | evaluate_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:50,754 | server.py:187 | evaluate_round 8 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:51:50,755 | server.py:222 | fit_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:50,892 | server.py:236 | fit_round 9 received 50 results and 0 failures
INFO flwr 2024-03-20 02:51:50,932 | server.py:125 | fit progress: (9, 0.8323479878380865, {'accuracy': 0.5988}, 8.556599678937346)
DEBUG flwr 2024-03-20 02:51:50,935 | server.py:173 | evaluate_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:51,104 | server.py:187 | evaluate_round 9 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:51:51,104 | server.py:222 | fit_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:51,236 | server.py:236 | fit_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:51:51,282 | server.py:125 | fit progress: (10, 0.823517504120132, {'accuracy': 0.6058}, 8.906588641926646)
DEBUG flwr 2024-03-20 02:51:51,284 | server.py:173 | evaluate_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:51,456 | server.py:187 | evaluate_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:51:51,456 | server.py:153 | FL finished in 9.080812171916477
INFO flwr 2024-03-20 02:51:51,457 | app.py:226 | app_fit: losses_distributed [(1, 0.9681205177307128), (2, 0.9168203115463257), (3, 0.8489025092124939), (4, 0.8277658772468567), (5, 0.843875892162323), (6, 0.834194313287735), (7, 0.8294378352165223), (8, 0.8261700260639191), (9, 0.8248623704910278), (10, 0.8196140503883362)]
INFO flwr 2024-03-20 02:51:51,457 | app.py:227 | app_fit: metrics_distributed_fit {}
INFO flwr 2024-03-20 02:51:51,457 | app.py:228 | app_fit: metrics_distributed {}
INFO flwr 2024-03-20 02:51:51,457 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9528674679210221), (2, 0.9084776709370224), (3, 0.8549948024083753), (4, 0.8343447540947454), (5, 0.8417105861991636), (6, 0.8282577991313761), (7, 0.8354923106490986), (8, 0.8251518639066026), (9, 0.8323479878380865), (10, 0.823517504120132)]
INFO flwr 2024-03-20 02:51:51,457 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5575), (2, 0.5491), (3, 0.5949), (4, 0.6006), (5, 0.5931), (6, 0.6054), (7, 0.5952), (8, 0.605), (9, 0.5988), (10, 0.6058)]}
/home/zahil_c/flower-federated-logistic-regression/venv/lib/python3.11/site-packages/sklearn/base.py:432: UserWarning: X has feature names, but LogisticRegression was fitted without feature names
  warnings.warn(
Loop 8
Starting FedTrimmedAvg server
INFO flwr 2024-03-20 02:51:56,773 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
INFO flwr 2024-03-20 02:51:56,798 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
INFO flwr 2024-03-20 02:51:56,798 | server.py:89 | Initializing global parameters
INFO flwr 2024-03-20 02:51:56,798 | server.py:276 | Requesting initial parameters from one random client
INFO flwr 2024-03-20 02:53:16,675 | server.py:280 | Received initial parameters from one random client
INFO flwr 2024-03-20 02:53:16,675 | server.py:91 | Evaluating initial parameters
INFO flwr 2024-03-20 02:53:16,705 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
INFO flwr 2024-03-20 02:53:16,707 | server.py:104 | FL starting
DEBUG flwr 2024-03-20 02:53:22,579 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:22,598 | server.py:236 | fit_round 1 received 2 results and 0 failures
WARNING flwr 2024-03-20 02:53:22,599 | fedtrimmedavg.py:142 | No fit_metrics_aggregation_fn provided
INFO flwr 2024-03-20 02:53:22,623 | server.py:125 | fit progress: (1, 0.9662542827307857, {'accuracy': 0.5828}, 5.915405918029137)
DEBUG flwr 2024-03-20 02:53:22,626 | server.py:173 | evaluate_round 1: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:23,258 | server.py:187 | evaluate_round 1 received 50 results and 0 failures
WARNING flwr 2024-03-20 02:53:23,258 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
DEBUG flwr 2024-03-20 02:53:23,258 | server.py:222 | fit_round 2: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:23,456 | server.py:236 | fit_round 2 received 50 results and 0 failures
INFO flwr 2024-03-20 02:53:23,494 | server.py:125 | fit progress: (2, 0.9210677665988299, {'accuracy': 0.5536}, 6.786465188022703)
DEBUG flwr 2024-03-20 02:53:23,498 | server.py:173 | evaluate_round 2: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:23,714 | server.py:187 | evaluate_round 2 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:53:23,714 | server.py:222 | fit_round 3: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:23,852 | server.py:236 | fit_round 3 received 50 results and 0 failures
INFO flwr 2024-03-20 02:53:23,888 | server.py:125 | fit progress: (3, 0.8430724688462727, {'accuracy': 0.5927}, 7.180515510030091)
DEBUG flwr 2024-03-20 02:53:23,893 | server.py:173 | evaluate_round 3: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:24,065 | server.py:187 | evaluate_round 3 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:53:24,066 | server.py:222 | fit_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:24,200 | server.py:236 | fit_round 4 received 50 results and 0 failures
INFO flwr 2024-03-20 02:53:24,222 | server.py:125 | fit progress: (4, 0.8427771667302568, {'accuracy': 0.5918}, 7.513972657034174)
DEBUG flwr 2024-03-20 02:53:24,222 | server.py:173 | evaluate_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:24,391 | server.py:187 | evaluate_round 4 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:53:24,392 | server.py:222 | fit_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:24,525 | server.py:236 | fit_round 5 received 50 results and 0 failures
INFO flwr 2024-03-20 02:53:24,565 | server.py:125 | fit progress: (5, 0.8343493699532671, {'accuracy': 0.5969}, 7.85706091101747)
DEBUG flwr 2024-03-20 02:53:24,566 | server.py:173 | evaluate_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:24,732 | server.py:187 | evaluate_round 5 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:53:24,732 | server.py:222 | fit_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:24,863 | server.py:236 | fit_round 6 received 50 results and 0 failures
INFO flwr 2024-03-20 02:53:24,899 | server.py:125 | fit progress: (6, 0.8321356049816286, {'accuracy': 0.5994}, 8.191414003027603)
DEBUG flwr 2024-03-20 02:53:24,904 | server.py:173 | evaluate_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:25,070 | server.py:187 | evaluate_round 6 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:53:25,070 | server.py:222 | fit_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:25,201 | server.py:236 | fit_round 7 received 50 results and 0 failures
INFO flwr 2024-03-20 02:53:25,225 | server.py:125 | fit progress: (7, 0.832093007789541, {'accuracy': 0.5959}, 8.517355449032038)
DEBUG flwr 2024-03-20 02:53:25,226 | server.py:173 | evaluate_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:25,423 | server.py:187 | evaluate_round 7 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:53:25,423 | server.py:222 | fit_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:25,555 | server.py:236 | fit_round 8 received 50 results and 0 failures
INFO flwr 2024-03-20 02:53:25,591 | server.py:125 | fit progress: (8, 0.8272116433908719, {'accuracy': 0.6035}, 8.882853814051487)
DEBUG flwr 2024-03-20 02:53:25,591 | server.py:173 | evaluate_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:25,760 | server.py:187 | evaluate_round 8 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:53:25,761 | server.py:222 | fit_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:25,890 | server.py:236 | fit_round 9 received 50 results and 0 failures
INFO flwr 2024-03-20 02:53:25,930 | server.py:125 | fit progress: (9, 0.8311280140001647, {'accuracy': 0.5964}, 9.221950968028978)
DEBUG flwr 2024-03-20 02:53:25,931 | server.py:173 | evaluate_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:26,093 | server.py:187 | evaluate_round 9 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:53:26,093 | server.py:222 | fit_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:26,223 | server.py:236 | fit_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:53:26,263 | server.py:125 | fit progress: (10, 0.8246576436109087, {'accuracy': 0.6039}, 9.555424986057915)
DEBUG flwr 2024-03-20 02:53:26,265 | server.py:173 | evaluate_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:53:26,426 | server.py:187 | evaluate_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:53:26,427 | server.py:153 | FL finished in 9.718964678002521
INFO flwr 2024-03-20 02:53:26,427 | app.py:226 | app_fit: losses_distributed [(1, 0.9779740571975708), (2, 0.9250394487380982), (3, 0.8453913867473603), (4, 0.8392321276664734), (5, 0.8389319837093353), (6, 0.8249938559532165), (7, 0.8335327196121216), (8, 0.8292547023296356), (9, 0.8213541996479035), (10, 0.8224736177921295)]
INFO flwr 2024-03-20 02:53:26,427 | app.py:227 | app_fit: metrics_distributed_fit {}
INFO flwr 2024-03-20 02:53:26,427 | app.py:228 | app_fit: metrics_distributed {}
INFO flwr 2024-03-20 02:53:26,428 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9662542827307857), (2, 0.9210677665988299), (3, 0.8430724688462727), (4, 0.8427771667302568), (5, 0.8343493699532671), (6, 0.8321356049816286), (7, 0.832093007789541), (8, 0.8272116433908719), (9, 0.8311280140001647), (10, 0.8246576436109087)]
INFO flwr 2024-03-20 02:53:26,428 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5828), (2, 0.5536), (3, 0.5927), (4, 0.5918), (5, 0.5969), (6, 0.5994), (7, 0.5959), (8, 0.6035), (9, 0.5964), (10, 0.6039)]}
/home/zahil_c/flower-federated-logistic-regression/venv/lib/python3.11/site-packages/sklearn/base.py:432: UserWarning: X has feature names, but LogisticRegression was fitted without feature names
  warnings.warn(
Loop 9
Starting FedTrimmedAvg server
INFO flwr 2024-03-20 02:53:31,719 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
INFO flwr 2024-03-20 02:53:31,738 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
INFO flwr 2024-03-20 02:53:31,738 | server.py:89 | Initializing global parameters
INFO flwr 2024-03-20 02:53:31,738 | server.py:276 | Requesting initial parameters from one random client
INFO flwr 2024-03-20 02:54:45,464 | server.py:280 | Received initial parameters from one random client
INFO flwr 2024-03-20 02:54:45,464 | server.py:91 | Evaluating initial parameters
INFO flwr 2024-03-20 02:54:45,497 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
INFO flwr 2024-03-20 02:54:45,500 | server.py:104 | FL starting
DEBUG flwr 2024-03-20 02:54:59,648 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
DEBUG flwr 2024-03-20 02:54:59,662 | server.py:236 | fit_round 1 received 2 results and 0 failures
WARNING flwr 2024-03-20 02:54:59,663 | fedtrimmedavg.py:142 | No fit_metrics_aggregation_fn provided
INFO flwr 2024-03-20 02:54:59,680 | server.py:125 | fit progress: (1, 0.9338824732624794, {'accuracy': 0.5655}, 14.179215668002144)
DEBUG flwr 2024-03-20 02:54:59,680 | server.py:173 | evaluate_round 1: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:00,152 | server.py:187 | evaluate_round 1 received 50 results and 0 failures
WARNING flwr 2024-03-20 02:55:00,152 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
DEBUG flwr 2024-03-20 02:55:00,152 | server.py:222 | fit_round 2: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:00,334 | server.py:236 | fit_round 2 received 50 results and 0 failures
INFO flwr 2024-03-20 02:55:00,371 | server.py:125 | fit progress: (2, 0.9134062841278213, {'accuracy': 0.5436}, 14.870194391929545)
DEBUG flwr 2024-03-20 02:55:00,374 | server.py:173 | evaluate_round 2: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:00,570 | server.py:187 | evaluate_round 2 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:55:00,570 | server.py:222 | fit_round 3: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:00,709 | server.py:236 | fit_round 3 received 50 results and 0 failures
INFO flwr 2024-03-20 02:55:00,740 | server.py:125 | fit progress: (3, 0.870777258123324, {'accuracy': 0.5932}, 15.239335936959833)
DEBUG flwr 2024-03-20 02:55:00,740 | server.py:173 | evaluate_round 3: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:00,922 | server.py:187 | evaluate_round 3 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:55:00,922 | server.py:222 | fit_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:01,060 | server.py:236 | fit_round 4 received 50 results and 0 failures
INFO flwr 2024-03-20 02:55:01,097 | server.py:125 | fit progress: (4, 0.8327604001549221, {'accuracy': 0.6049}, 15.596576030016877)
DEBUG flwr 2024-03-20 02:55:01,100 | server.py:173 | evaluate_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:01,271 | server.py:187 | evaluate_round 4 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:55:01,272 | server.py:222 | fit_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:01,407 | server.py:236 | fit_round 5 received 50 results and 0 failures
INFO flwr 2024-03-20 02:55:01,443 | server.py:125 | fit progress: (5, 0.8391711911458444, {'accuracy': 0.5892}, 15.942758815013804)
DEBUG flwr 2024-03-20 02:55:01,447 | server.py:173 | evaluate_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:01,615 | server.py:187 | evaluate_round 5 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:55:01,616 | server.py:222 | fit_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:01,751 | server.py:236 | fit_round 6 received 50 results and 0 failures
INFO flwr 2024-03-20 02:55:01,774 | server.py:125 | fit progress: (6, 0.8271141588816728, {'accuracy': 0.5982}, 16.273373023956083)
DEBUG flwr 2024-03-20 02:55:01,775 | server.py:173 | evaluate_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:01,940 | server.py:187 | evaluate_round 6 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:55:01,941 | server.py:222 | fit_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:02,076 | server.py:236 | fit_round 7 received 50 results and 0 failures
INFO flwr 2024-03-20 02:55:02,113 | server.py:125 | fit progress: (7, 0.8333933461182296, {'accuracy': 0.5937}, 16.612430415931158)
DEBUG flwr 2024-03-20 02:55:02,116 | server.py:173 | evaluate_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:02,284 | server.py:187 | evaluate_round 7 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:55:02,284 | server.py:222 | fit_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:02,420 | server.py:236 | fit_round 8 received 50 results and 0 failures
INFO flwr 2024-03-20 02:55:02,459 | server.py:125 | fit progress: (8, 0.8240804403765003, {'accuracy': 0.6022}, 16.958790338947438)
DEBUG flwr 2024-03-20 02:55:02,461 | server.py:173 | evaluate_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:02,627 | server.py:187 | evaluate_round 8 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:55:02,627 | server.py:222 | fit_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:02,757 | server.py:236 | fit_round 9 received 50 results and 0 failures
INFO flwr 2024-03-20 02:55:02,779 | server.py:125 | fit progress: (9, 0.8310580102963524, {'accuracy': 0.5974}, 17.27873689099215)
DEBUG flwr 2024-03-20 02:55:02,780 | server.py:173 | evaluate_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:02,946 | server.py:187 | evaluate_round 9 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:55:02,947 | server.py:222 | fit_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:03,084 | server.py:236 | fit_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:55:03,121 | server.py:125 | fit progress: (10, 0.8227457297739371, {'accuracy': 0.6056}, 17.62072459293995)
DEBUG flwr 2024-03-20 02:55:03,124 | server.py:173 | evaluate_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:55:03,290 | server.py:187 | evaluate_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:55:03,291 | server.py:153 | FL finished in 17.789966722019017
INFO flwr 2024-03-20 02:55:03,291 | app.py:226 | app_fit: losses_distributed [(1, 0.9462136912345886), (2, 0.9280049395561218), (3, 0.8713123941421509), (4, 0.848265733718872), (5, 0.848209023475647), (6, 0.8276595747470856), (7, 0.8489758133888244), (8, 0.827043080329895), (9, 0.8389643955230713), (10, 0.8361159038543701)]
INFO flwr 2024-03-20 02:55:03,291 | app.py:227 | app_fit: metrics_distributed_fit {}
INFO flwr 2024-03-20 02:55:03,291 | app.py:228 | app_fit: metrics_distributed {}
INFO flwr 2024-03-20 02:55:03,291 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9338824732624794), (2, 0.9134062841278213), (3, 0.870777258123324), (4, 0.8327604001549221), (5, 0.8391711911458444), (6, 0.8271141588816728), (7, 0.8333933461182296), (8, 0.8240804403765003), (9, 0.8310580102963524), (10, 0.8227457297739371)]
INFO flwr 2024-03-20 02:55:03,291 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5655), (2, 0.5436), (3, 0.5932), (4, 0.6049), (5, 0.5892), (6, 0.5982), (7, 0.5937), (8, 0.6022), (9, 0.5974), (10, 0.6056)]}
/home/zahil_c/flower-federated-logistic-regression/venv/lib/python3.11/site-packages/sklearn/base.py:432: UserWarning: X has feature names, but LogisticRegression was fitted without feature names
  warnings.warn(
Loop 10
Starting FedTrimmedAvg server
INFO flwr 2024-03-20 02:55:08,588 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
INFO flwr 2024-03-20 02:55:08,606 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
INFO flwr 2024-03-20 02:55:08,606 | server.py:89 | Initializing global parameters
INFO flwr 2024-03-20 02:55:08,606 | server.py:276 | Requesting initial parameters from one random client
INFO flwr 2024-03-20 02:56:27,638 | server.py:280 | Received initial parameters from one random client
INFO flwr 2024-03-20 02:56:27,638 | server.py:91 | Evaluating initial parameters
INFO flwr 2024-03-20 02:56:27,671 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
INFO flwr 2024-03-20 02:56:27,674 | server.py:104 | FL starting
DEBUG flwr 2024-03-20 02:56:35,440 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:35,460 | server.py:236 | fit_round 1 received 2 results and 0 failures
WARNING flwr 2024-03-20 02:56:35,461 | fedtrimmedavg.py:142 | No fit_metrics_aggregation_fn provided
INFO flwr 2024-03-20 02:56:35,485 | server.py:125 | fit progress: (1, 0.9451757456470621, {'accuracy': 0.5703}, 7.810526359011419)
DEBUG flwr 2024-03-20 02:56:35,488 | server.py:173 | evaluate_round 1: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:36,063 | server.py:187 | evaluate_round 1 received 50 results and 0 failures
WARNING flwr 2024-03-20 02:56:36,063 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
DEBUG flwr 2024-03-20 02:56:36,063 | server.py:222 | fit_round 2: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:36,237 | server.py:236 | fit_round 2 received 50 results and 0 failures
INFO flwr 2024-03-20 02:56:36,279 | server.py:125 | fit progress: (2, 0.9321379294122977, {'accuracy': 0.5464}, 8.604826759081334)
DEBUG flwr 2024-03-20 02:56:36,281 | server.py:173 | evaluate_round 2: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:36,482 | server.py:187 | evaluate_round 2 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:56:36,483 | server.py:222 | fit_round 3: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:36,617 | server.py:236 | fit_round 3 received 50 results and 0 failures
INFO flwr 2024-03-20 02:56:36,639 | server.py:125 | fit progress: (3, 0.858720495606666, {'accuracy': 0.591}, 8.964517857995816)
DEBUG flwr 2024-03-20 02:56:36,640 | server.py:173 | evaluate_round 3: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:36,826 | server.py:187 | evaluate_round 3 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:56:36,827 | server.py:222 | fit_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:36,965 | server.py:236 | fit_round 4 received 50 results and 0 failures
INFO flwr 2024-03-20 02:56:37,006 | server.py:125 | fit progress: (4, 0.8350210853115223, {'accuracy': 0.5994}, 9.332347752060741)
DEBUG flwr 2024-03-20 02:56:37,010 | server.py:173 | evaluate_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:37,199 | server.py:187 | evaluate_round 4 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:56:37,200 | server.py:222 | fit_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:37,329 | server.py:236 | fit_round 5 received 50 results and 0 failures
INFO flwr 2024-03-20 02:56:37,372 | server.py:125 | fit progress: (5, 0.843182344489808, {'accuracy': 0.5908}, 9.69806454400532)
DEBUG flwr 2024-03-20 02:56:37,374 | server.py:173 | evaluate_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:37,554 | server.py:187 | evaluate_round 5 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:56:37,554 | server.py:222 | fit_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:37,705 | server.py:236 | fit_round 6 received 50 results and 0 failures
INFO flwr 2024-03-20 02:56:37,726 | server.py:125 | fit progress: (6, 0.8274437277314463, {'accuracy': 0.6035}, 10.052050451980904)
DEBUG flwr 2024-03-20 02:56:37,727 | server.py:173 | evaluate_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:37,901 | server.py:187 | evaluate_round 6 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:56:37,902 | server.py:222 | fit_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:38,037 | server.py:236 | fit_round 7 received 50 results and 0 failures
INFO flwr 2024-03-20 02:56:38,077 | server.py:125 | fit progress: (7, 0.8362259692896041, {'accuracy': 0.5943}, 10.4032084409846)
DEBUG flwr 2024-03-20 02:56:38,079 | server.py:173 | evaluate_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:38,273 | server.py:187 | evaluate_round 7 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:56:38,274 | server.py:222 | fit_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:38,406 | server.py:236 | fit_round 8 received 50 results and 0 failures
INFO flwr 2024-03-20 02:56:38,443 | server.py:125 | fit progress: (8, 0.8253480126491418, {'accuracy': 0.6033}, 10.769396061077714)
DEBUG flwr 2024-03-20 02:56:38,447 | server.py:173 | evaluate_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:38,613 | server.py:187 | evaluate_round 8 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:56:38,613 | server.py:222 | fit_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:38,740 | server.py:236 | fit_round 9 received 50 results and 0 failures
INFO flwr 2024-03-20 02:56:38,769 | server.py:125 | fit progress: (9, 0.8336153562961839, {'accuracy': 0.5956}, 11.09510036103893)
DEBUG flwr 2024-03-20 02:56:38,770 | server.py:173 | evaluate_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:38,933 | server.py:187 | evaluate_round 9 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:56:38,934 | server.py:222 | fit_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:39,074 | server.py:236 | fit_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:56:39,116 | server.py:125 | fit progress: (10, 0.8230940485847795, {'accuracy': 0.6028}, 11.441468427074142)
DEBUG flwr 2024-03-20 02:56:39,117 | server.py:173 | evaluate_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:56:39,282 | server.py:187 | evaluate_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:56:39,282 | server.py:153 | FL finished in 11.60835723602213
INFO flwr 2024-03-20 02:56:39,283 | app.py:226 | app_fit: losses_distributed [(1, 0.9587276613712311), (2, 0.9287723767757415), (3, 0.8586224257946015), (4, 0.8301981556415557), (5, 0.8493584442138672), (6, 0.8274438643455505), (7, 0.8295548760890961), (8, 0.8277797269821167), (9, 0.8379070639610291), (10, 0.820336252450943)]
INFO flwr 2024-03-20 02:56:39,283 | app.py:227 | app_fit: metrics_distributed_fit {}
INFO flwr 2024-03-20 02:56:39,283 | app.py:228 | app_fit: metrics_distributed {}
INFO flwr 2024-03-20 02:56:39,283 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9451757456470621), (2, 0.9321379294122977), (3, 0.858720495606666), (4, 0.8350210853115223), (5, 0.843182344489808), (6, 0.8274437277314463), (7, 0.8362259692896041), (8, 0.8253480126491418), (9, 0.8336153562961839), (10, 0.8230940485847795)]
