FedKrum Server | INFO flwr 2024-04-02 10:51:48,519 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedKrum Server | INFO flwr 2024-04-02 11:23:40,404 | server.py:91 | Evaluating initial parameters
FedKrum Server | INFO flwr 2024-04-02 11:23:40,426 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedKrum Server | INFO flwr 2024-04-02 11:23:40,428 | server.py:104 | FL starting
FedKrum Server | DEBUG flwr 2024-04-02 11:23:44,415 | server.py:222 | fit_round 1: strategy sampled 5 clients (out of 100)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:44,974 | server.py:236 | fit_round 1 received 5 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:23:44,976 | krum.py:153 | No fit_metrics_aggregation_fn provided
FedKrum Server | INFO flwr 2024-04-02 11:23:45,003 | server.py:125 | fit progress: (1, 0.9802082914178696, {'accuracy': 0.5475}, 4.573709432967007)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:45,008 | server.py:173 | evaluate_round 1: strategy sampled 113 clients (out of 113)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:50,123 | server.py:187 | evaluate_round 1 received 113 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:23:50,123 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedKrum Server | DEBUG flwr 2024-04-02 11:23:50,123 | server.py:222 | fit_round 2: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:51,133 | server.py:236 | fit_round 2 received 184 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:23:51,399 | server.py:125 | fit progress: (2, 0.9438780455657739, {'accuracy': 0.5405}, 10.969213069882244)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:51,400 | server.py:173 | evaluate_round 2: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:52,201 | server.py:187 | evaluate_round 2 received 184 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:23:52,202 | server.py:222 | fit_round 3: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:52,828 | server.py:236 | fit_round 3 received 184 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:23:53,127 | server.py:125 | fit progress: (3, 0.8582338972798196, {'accuracy': 0.586}, 12.698030444793403)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:53,129 | server.py:173 | evaluate_round 3: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:53,924 | server.py:187 | evaluate_round 3 received 184 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:23:53,925 | server.py:222 | fit_round 4: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:54,550 | server.py:236 | fit_round 4 received 184 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:23:54,941 | server.py:125 | fit progress: (4, 0.8719929338502732, {'accuracy': 0.5694}, 14.511637254850939)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:54,944 | server.py:173 | evaluate_round 4: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:55,723 | server.py:187 | evaluate_round 4 received 184 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:23:55,724 | server.py:222 | fit_round 5: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:56,348 | server.py:236 | fit_round 5 received 184 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:23:56,530 | server.py:125 | fit progress: (5, 0.8460668005240004, {'accuracy': 0.5993}, 16.10088578192517)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:56,532 | server.py:173 | evaluate_round 5: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:57,294 | server.py:187 | evaluate_round 5 received 184 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:23:57,295 | server.py:222 | fit_round 6: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:57,892 | server.py:236 | fit_round 6 received 184 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:23:58,214 | server.py:125 | fit progress: (6, 0.8628450238150223, {'accuracy': 0.5787}, 17.78461247193627)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:58,218 | server.py:173 | evaluate_round 6: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:58,993 | server.py:187 | evaluate_round 6 received 184 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:23:58,994 | server.py:222 | fit_round 7: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:59,594 | server.py:236 | fit_round 7 received 184 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:23:59,860 | server.py:125 | fit progress: (7, 0.8416777946522125, {'accuracy': 0.5996}, 19.430205596843734)
FedKrum Server | DEBUG flwr 2024-04-02 11:23:59,861 | server.py:173 | evaluate_round 7: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:24:00,613 | server.py:187 | evaluate_round 7 received 184 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:24:00,614 | server.py:222 | fit_round 8: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:24:01,209 | server.py:236 | fit_round 8 received 184 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:24:01,524 | server.py:125 | fit progress: (8, 0.8476139795834637, {'accuracy': 0.5926}, 21.09416533797048)
FedKrum Server | DEBUG flwr 2024-04-02 11:24:01,529 | server.py:173 | evaluate_round 8: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:24:02,288 | server.py:187 | evaluate_round 8 received 184 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:24:02,289 | server.py:222 | fit_round 9: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:24:02,899 | server.py:236 | fit_round 9 received 184 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:24:03,207 | server.py:125 | fit progress: (9, 0.8392462107415694, {'accuracy': 0.6008}, 22.777259496971965)
FedKrum Server | DEBUG flwr 2024-04-02 11:24:03,208 | server.py:173 | evaluate_round 9: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:24:03,968 | server.py:187 | evaluate_round 9 received 184 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:24:03,969 | server.py:222 | fit_round 10: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:24:04,552 | server.py:236 | fit_round 10 received 184 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:24:04,866 | server.py:125 | fit progress: (10, 0.858679330676043, {'accuracy': 0.5767}, 24.436723744962364)
FedKrum Server | DEBUG flwr 2024-04-02 11:24:04,868 | server.py:173 | evaluate_round 10: strategy sampled 184 clients (out of 184)
FedKrum Server | DEBUG flwr 2024-04-02 11:24:05,627 | server.py:187 | evaluate_round 10 received 184 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:24:05,627 | server.py:153 | FL finished in 25.19799991394393
FedKrum Server | INFO flwr 2024-04-02 11:24:05,630 | app.py:226 | app_fit: losses_distributed [(1, 1.000550925731659), (2, 0.954744402481162), (3, 0.8723730269981467), (4, 0.8815178181166234), (5, 0.8563437944521075), (6, 0.8696828144400016), (7, 0.8506450299983439), (8, 0.8564678443514783), (9, 0.8494945754823477), (10, 0.8622109306895215)]
FedKrum Server | INFO flwr 2024-04-02 11:24:05,631 | app.py:227 | app_fit: metrics_distributed_fit {}
FedKrum Server | INFO flwr 2024-04-02 11:24:05,632 | app.py:228 | app_fit: metrics_distributed {}
FedKrum Server | INFO flwr 2024-04-02 11:24:05,633 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9802082914178696), (2, 0.9438780455657739), (3, 0.8582338972798196), (4, 0.8719929338502732), (5, 0.8460668005240004), (6, 0.8628450238150223), (7, 0.8416777946522125), (8, 0.8476139795834637), (9, 0.8392462107415694), (10, 0.858679330676043)]
FedKrum Server | INFO flwr 2024-04-02 11:24:05,635 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5475), (2, 0.5405), (3, 0.586), (4, 0.5694), (5, 0.5993), (6, 0.5787), (7, 0.5996), (8, 0.5926), (9, 0.6008), (10, 0.5767)]}
FedKrum Server | INFO flwr 2024-04-02 11:24:11,297 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedKrum Server | INFO flwr 2024-04-02 11:24:11,306 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FedKrum Server | INFO flwr 2024-04-02 11:24:11,307 | server.py:89 | Initializing global parameters
FedKrum Server | INFO flwr 2024-04-02 11:24:11,307 | server.py:276 | Requesting initial parameters from one random client
FedKrum Server | INFO flwr 2024-04-02 11:27:02,423 | server.py:280 | Received initial parameters from one random client
FedKrum Server | INFO flwr 2024-04-02 11:27:02,423 | server.py:91 | Evaluating initial parameters
FedKrum Server | INFO flwr 2024-04-02 11:27:02,446 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedKrum Server | INFO flwr 2024-04-02 11:27:02,448 | server.py:104 | FL starting
FedKrum Server | DEBUG flwr 2024-04-02 11:28:22,467 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:22,710 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:28:22,712 | krum.py:153 | No fit_metrics_aggregation_fn provided
FedKrum Server | INFO flwr 2024-04-02 11:28:22,738 | server.py:125 | fit progress: (1, 0.9754369972622884, {'accuracy': 0.553}, 80.28840205306187)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:22,742 | server.py:173 | evaluate_round 1: strategy sampled 106 clients (out of 106)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:28,312 | server.py:187 | evaluate_round 1 received 106 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:28:28,312 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedKrum Server | DEBUG flwr 2024-04-02 11:28:28,313 | server.py:222 | fit_round 2: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:29,730 | server.py:236 | fit_round 2 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:28:30,023 | server.py:125 | fit progress: (2, 0.983463242298024, {'accuracy': 0.5187}, 87.57363296602853)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:30,025 | server.py:173 | evaluate_round 2: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:30,889 | server.py:187 | evaluate_round 2 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:28:30,889 | server.py:222 | fit_round 3: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:31,541 | server.py:236 | fit_round 3 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:28:31,862 | server.py:125 | fit progress: (3, 0.9883028128746635, {'accuracy': 0.5827}, 89.41298252390698)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:31,866 | server.py:173 | evaluate_round 3: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:32,687 | server.py:187 | evaluate_round 3 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:28:32,688 | server.py:222 | fit_round 4: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:33,331 | server.py:236 | fit_round 4 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:28:33,694 | server.py:125 | fit progress: (4, 0.9952949983917473, {'accuracy': 0.5195}, 91.24496527784504)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:33,696 | server.py:173 | evaluate_round 4: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:34,507 | server.py:187 | evaluate_round 4 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:28:34,508 | server.py:222 | fit_round 5: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:35,130 | server.py:236 | fit_round 5 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:28:35,434 | server.py:125 | fit progress: (5, 0.9894132629837854, {'accuracy': 0.5854}, 92.98432385898195)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:35,436 | server.py:173 | evaluate_round 5: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:36,305 | server.py:187 | evaluate_round 5 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:28:36,305 | server.py:222 | fit_round 6: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:36,927 | server.py:236 | fit_round 6 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:28:37,252 | server.py:125 | fit progress: (6, 0.843635013652805, {'accuracy': 0.5954}, 94.80230147903785)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:37,254 | server.py:173 | evaluate_round 6: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:38,082 | server.py:187 | evaluate_round 6 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:28:38,082 | server.py:222 | fit_round 7: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:38,669 | server.py:236 | fit_round 7 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:28:38,919 | server.py:125 | fit progress: (7, 0.8530412297569281, {'accuracy': 0.5975}, 96.46955846901983)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:38,921 | server.py:173 | evaluate_round 7: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:39,737 | server.py:187 | evaluate_round 7 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:28:39,738 | server.py:222 | fit_round 8: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:40,356 | server.py:236 | fit_round 8 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:28:40,670 | server.py:125 | fit progress: (8, 0.8414674182681345, {'accuracy': 0.6032}, 98.22080334904604)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:40,672 | server.py:173 | evaluate_round 8: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:41,668 | server.py:187 | evaluate_round 8 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:28:41,669 | server.py:222 | fit_round 9: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:42,296 | server.py:236 | fit_round 9 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:28:42,623 | server.py:125 | fit progress: (9, 0.8513725863157179, {'accuracy': 0.5959}, 100.17382404906675)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:42,625 | server.py:173 | evaluate_round 9: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:43,408 | server.py:187 | evaluate_round 9 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:28:43,408 | server.py:222 | fit_round 10: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:44,018 | server.py:236 | fit_round 10 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:28:44,342 | server.py:125 | fit progress: (10, 0.8371549553314875, {'accuracy': 0.6}, 101.89234003890306)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:44,345 | server.py:173 | evaluate_round 10: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:28:45,113 | server.py:187 | evaluate_round 10 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:28:45,114 | server.py:153 | FL finished in 102.6643068708945
FedKrum Server | INFO flwr 2024-04-02 11:28:45,114 | app.py:226 | app_fit: losses_distributed [(1, 0.9862406557461001), (2, 0.9933137982449634), (3, 1.0012428760528564), (4, 1.0107920293478256), (5, 0.997372512170609), (6, 0.8433919390465351), (7, 0.856938214378154), (8, 0.8466916429869672), (9, 0.8451378091852716), (10, 0.8355368965483726)]
FedKrum Server | INFO flwr 2024-04-02 11:28:45,115 | app.py:227 | app_fit: metrics_distributed_fit {}
FedKrum Server | INFO flwr 2024-04-02 11:28:45,115 | app.py:228 | app_fit: metrics_distributed {}
FedKrum Server | INFO flwr 2024-04-02 11:28:45,115 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9754369972622884), (2, 0.983463242298024), (3, 0.9883028128746635), (4, 0.9952949983917473), (5, 0.9894132629837854), (6, 0.843635013652805), (7, 0.8530412297569281), (8, 0.8414674182681345), (9, 0.8513725863157179), (10, 0.8371549553314875)]
FedKrum Server | INFO flwr 2024-04-02 11:28:45,115 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.553), (2, 0.5187), (3, 0.5827), (4, 0.5195), (5, 0.5854), (6, 0.5954), (7, 0.5975), (8, 0.6032), (9, 0.5959), (10, 0.6)]}
FedKrum Server | INFO flwr 2024-04-02 11:28:50,817 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedKrum Server | INFO flwr 2024-04-02 11:28:50,835 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FedKrum Server | INFO flwr 2024-04-02 11:28:50,835 | server.py:89 | Initializing global parameters
FedKrum Server | INFO flwr 2024-04-02 11:28:50,835 | server.py:276 | Requesting initial parameters from one random client
FedKrum Server | INFO flwr 2024-04-02 11:31:41,223 | server.py:280 | Received initial parameters from one random client
FedKrum Server | INFO flwr 2024-04-02 11:31:41,223 | server.py:91 | Evaluating initial parameters
FedKrum Server | INFO flwr 2024-04-02 11:31:41,260 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedKrum Server | INFO flwr 2024-04-02 11:31:41,263 | server.py:104 | FL starting
FedKrum Server | DEBUG flwr 2024-04-02 11:33:07,797 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:08,272 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:33:08,274 | krum.py:153 | No fit_metrics_aggregation_fn provided
FedKrum Server | INFO flwr 2024-04-02 11:33:08,290 | server.py:125 | fit progress: (1, 0.9576569354252799, {'accuracy': 0.5801}, 87.02569821686484)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:08,291 | server.py:173 | evaluate_round 1: strategy sampled 105 clients (out of 105)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:13,559 | server.py:187 | evaluate_round 1 received 105 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:33:13,559 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedKrum Server | DEBUG flwr 2024-04-02 11:33:13,560 | server.py:222 | fit_round 2: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:14,605 | server.py:236 | fit_round 2 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:33:14,892 | server.py:125 | fit progress: (2, 0.8779454772290964, {'accuracy': 0.5688}, 93.62716386700049)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:14,896 | server.py:173 | evaluate_round 2: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:15,699 | server.py:187 | evaluate_round 2 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:33:15,700 | server.py:222 | fit_round 3: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:16,329 | server.py:236 | fit_round 3 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:33:16,595 | server.py:125 | fit progress: (3, 0.8704222441384558, {'accuracy': 0.5807}, 95.33059314498678)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:16,597 | server.py:173 | evaluate_round 3: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:17,377 | server.py:187 | evaluate_round 3 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:33:17,378 | server.py:222 | fit_round 4: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:18,016 | server.py:236 | fit_round 4 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:33:18,398 | server.py:125 | fit progress: (4, 0.8537032443696182, {'accuracy': 0.5879}, 97.1335182490293)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:18,400 | server.py:173 | evaluate_round 4: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:19,170 | server.py:187 | evaluate_round 4 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:33:19,171 | server.py:222 | fit_round 5: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:19,777 | server.py:236 | fit_round 5 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:33:19,963 | server.py:125 | fit progress: (5, 0.8591325499392518, {'accuracy': 0.5904}, 98.69884337298572)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:19,967 | server.py:173 | evaluate_round 5: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:20,740 | server.py:187 | evaluate_round 5 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:33:20,740 | server.py:222 | fit_round 6: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:21,364 | server.py:236 | fit_round 6 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:33:21,661 | server.py:125 | fit progress: (6, 0.8450525916740149, {'accuracy': 0.593}, 100.39668186591007)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:21,663 | server.py:173 | evaluate_round 6: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:22,450 | server.py:187 | evaluate_round 6 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:33:22,452 | server.py:222 | fit_round 7: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:23,023 | server.py:236 | fit_round 7 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:33:23,296 | server.py:125 | fit progress: (7, 0.8542541532241925, {'accuracy': 0.5934}, 102.03107590088621)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:23,300 | server.py:173 | evaluate_round 7: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:24,066 | server.py:187 | evaluate_round 7 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:33:24,067 | server.py:222 | fit_round 8: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:24,682 | server.py:236 | fit_round 8 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:33:24,991 | server.py:125 | fit progress: (8, 0.8452690992589007, {'accuracy': 0.5883}, 103.72643754491583)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:24,993 | server.py:173 | evaluate_round 8: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:25,792 | server.py:187 | evaluate_round 8 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:33:25,793 | server.py:222 | fit_round 9: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:26,435 | server.py:236 | fit_round 9 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:33:26,789 | server.py:125 | fit progress: (9, 0.8490296420765969, {'accuracy': 0.5902}, 105.52479749987833)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:26,796 | server.py:173 | evaluate_round 9: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:27,816 | server.py:187 | evaluate_round 9 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:33:27,817 | server.py:222 | fit_round 10: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:28,471 | server.py:236 | fit_round 10 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:33:29,033 | server.py:125 | fit progress: (10, 0.8396665873731496, {'accuracy': 0.5906}, 107.76875783805735)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:29,046 | server.py:173 | evaluate_round 10: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:33:29,885 | server.py:187 | evaluate_round 10 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:33:29,886 | server.py:153 | FL finished in 108.6215608830098
FedKrum Server | INFO flwr 2024-04-02 11:33:29,888 | app.py:226 | app_fit: losses_distributed [(1, 0.9740694880485534), (2, 0.8801927446016197), (3, 0.8734711460728463), (4, 0.850806788342898), (5, 0.8574842406752331), (6, 0.8433935046195984), (7, 0.8517251604241751), (8, 0.8455066071833418), (9, 0.8474198061911786), (10, 0.8411114271221265)]
FedKrum Server | INFO flwr 2024-04-02 11:33:29,889 | app.py:227 | app_fit: metrics_distributed_fit {}
FedKrum Server | INFO flwr 2024-04-02 11:33:29,890 | app.py:228 | app_fit: metrics_distributed {}
FedKrum Server | INFO flwr 2024-04-02 11:33:29,891 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9576569354252799), (2, 0.8779454772290964), (3, 0.8704222441384558), (4, 0.8537032443696182), (5, 0.8591325499392518), (6, 0.8450525916740149), (7, 0.8542541532241925), (8, 0.8452690992589007), (9, 0.8490296420765969), (10, 0.8396665873731496)]
FedKrum Server | INFO flwr 2024-04-02 11:33:29,891 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5801), (2, 0.5688), (3, 0.5807), (4, 0.5879), (5, 0.5904), (6, 0.593), (7, 0.5934), (8, 0.5883), (9, 0.5902), (10, 0.5906)]}
FedKrum Server | INFO flwr 2024-04-02 11:33:35,807 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedKrum Server | INFO flwr 2024-04-02 11:33:35,824 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FedKrum Server | INFO flwr 2024-04-02 11:33:35,824 | server.py:89 | Initializing global parameters
FedKrum Server | INFO flwr 2024-04-02 11:33:35,824 | server.py:276 | Requesting initial parameters from one random client
FedKrum Server | INFO flwr 2024-04-02 11:36:25,399 | server.py:280 | Received initial parameters from one random client
FedKrum Server | INFO flwr 2024-04-02 11:36:25,399 | server.py:91 | Evaluating initial parameters
FedKrum Server | INFO flwr 2024-04-02 11:36:25,434 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedKrum Server | INFO flwr 2024-04-02 11:36:25,439 | server.py:104 | FL starting
